Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,nom,url_end,type1,min1,med2,max3,type2,min1.1,med2.1,max3.1,type3,min1.2,med2.2,max3.2
79308,SCIECQ,79000,SCIECQ,sciecq,sciecq-79000,,874,1 479,1 701,,,,,,,,
79309,SCILLE,79240,SCILLE,scille,scille-79240,,521,857,1 279,,,,,,,,
79310,SECONDIGNE SUR BELLE,79170,SECONDIGNE SUR BELLE,secondigne-sur-belle,secondigne-sur-belle-79170,,807,1 058,1 852,,,,,,,,
79326,THENEZAY,79390,THENEZAY,thenezay,thenezay-79390,,431,716,1 254,,,,,,,,
79336,VANCAIS,79120,VANCAIS,vancais,vancais-79120,,668,776,1 038,,,,,,,,
79337,LE VANNEAU IRLEAU,79270,LE VANNEAU IRLEAU,le vanneau-irleau,le-vanneau-irleau-79270,,763,1 095,1 395,,,,,,,,
79340,VAUSSEROUX,79420,VAUSSEROUX,vausseroux,vausseroux-79420,,649,1 247,1 434,,,,,,,,
79354,VOUHE,79310,VOUHE,vouhe,vouhe-79310,,600,892,1 336,,,,,,,,
80003,ACHEUX EN AMIENOIS,80560,ACHEUX EN AMIENOIS,acheux-en-amienois,acheux-en-amienois-80560,,798,1 178,1 622,,,,,,,,
80009,AILLY LE HAUT CLOCHER,80690,AILLY LE HAUT CLOCHER,ailly-le-haut-clocher,ailly-le-haut-clocher-80690,,997,1 451,1 785,,,,,,,,
80017,ALLAINES,80200,ALLAINES,allaines,allaines-80200,,895,1 191,1 481,,,,,,,,
80026,ARGUEL,80140,ARGUEL,arguel,arguel-80140,,910,1 012,1 163,,,,,,,,
80030,ARRY,80120,ARRY,arry,arry-80120,,,,,,,,,,,,
80034,ATHIES,80200,ATHIES,athies,athies-80200,,865,1 263,1 550,,,,,,,,
80046,AVELESGES,80270,AVELESGES,avelesges,avelesges-80270,,1 149,1 277,1 468,,,,,,,,
80055,BARLY,80600,BARLY,barly,barly-80600,,941,1 046,1 203,,,,,,,,
80062,BEAUCAMPS LE VIEUX,80430,BEAUCAMPS LE VIEUX,beaucamps-le-vieux,beaucamps-le-vieux-80430,,681,1 077,1 623,,,,,,,,
80068,BEAUMETZ,80370,BEAUMETZ,beaumetz,beaumetz-80370,,1 036,1 151,1 323,,,,,,,,
80076,BEHEN,80870,BEHEN,behen,behen-80870,,789,1 200,1 496,,,,,,,,
80079,BELLEUSE,80160,BELLEUSE,belleuse,belleuse-80160,,1 124,1 301,1 497,,,,,,,,
80084,BERMESNIL,80140,BERMESNIL,bermesnil,bermesnil-80140,,917,1 091,1 631,,,,,,,,
80085,BERNATRE,80370,BERNATRE,bernatre,bernatre-80370,,839,959,1 191,,,,,,,,
80093,BERTEAUCOURT LES DAMES,80850,BERTEAUCOURT LES DAMES,berteaucourt-les-dames,berteaucourt-les-dames-80850,,737,1 289,1 634,,,,,,,,
80095,BERTRANCOURT,80560,BERTRANCOURT,bertrancourt,bertrancourt-80560,,1 069,1 337,1 754,,,,,,,,
80097,BETHENCOURT SUR SOMME,80190,BETHENCOURT SUR SOMME,bethencourt-sur-somme,bethencourt-sur-somme-80190,,711,1 205,1 386,,,,,,,,
80100,BETTENCOURT ST OUEN,80610,BETTENCOURT ST OUEN,bettencourt-saint-ouen,bettencourt-saint-ouen-80610,,852,1 366,1 571,,,,,,,,
80101,BEUVRAIGNES,80700,BEUVRAIGNES,beuvraignes,beuvraignes-80700,,701,1 135,1 430,,,,,,,,
80105,BILLANCOURT,80190,BILLANCOURT,billancourt,billancourt-80190,,709,945,1 418,,,,,,,,
80109,LE BOISLE,80150,LE BOISLE,le boisle,le-boisle-80150,,848,1 067,1 500,,,,,,,,
80110,BOISMONT,80230,BOISMONT,boismont,boismont-80230,,1 110,1 630,2 580,,,,,,,,
80112,BONNAY,80800,BONNAY,bonnay,bonnay-80800,,958,1 588,2 094,,,,,,,,
80117,BOUCHON,80830,BOUCHON,bouchon,bouchon-80830,,762,1 170,1 345,,,,,,,,
80119,BOUGAINVILLE,80540,BOUGAINVILLE,bougainville,bougainville-80540,,838,1 475,2 282,,,,,,,,
80125,BOUSSICOURT,80500,BOUSSICOURT,boussicourt,boussicourt-80500,,927,1 239,1 425,,,,,,,,
80126,BOUTTENCOURT,80220,BOUTTENCOURT,bouttencourt,bouttencourt-80220,,834,1 248,1 552,,,,,,,,
80128,BOUVINCOURT EN VERMANDOIS,80200,BOUVINCOURT EN VERMANDOIS,bouvincourt-en-vermandois,bouvincourt-en-vermandois-80200,,700,1 256,1 445,,,,,,,,
80129,BOUZINCOURT,80300,BOUZINCOURT,bouzincourt,bouzincourt-80300,,1 132,1 258,1 446,,,,,,,,
80130,BOVELLES,80540,BOVELLES,bovelles,bovelles-80540,,1 508,1 816,2 828,,,,,,,,
80150,BUIRE COURCELLES,80200,BUIRE COURCELLES,buire-courcelles,buire-courcelles-80200,,1 037,1 152,1 325,,,,,,,,
80153,BUS LES ARTOIS,80560,BUS LES ARTOIS,bus-les-artois,bus-les-artois-80560,,1 078,1 198,1 377,,,,,,,,
80154,BUSSU,80200,BUSSU,bussu,bussu-80200,,861,1 148,1 722,,,,,,,,
80156,BUSSY LES DAOURS,80800,BUSSY LES DAOURS,bussy-les-daours,bussy-les-daours-80800,,1 140,1 895,2 278,,,,,,,,
80157,BUSSY LES POIX,80290,BUSSY LES POIX,bussy-les-poix,bussy-les-poix-80290,,1 489,1 655,1 903,,,,,,,,
80163,CAMBRON,80132,CAMBRON,cambron,cambron-80132,,1 051,1 452,1 877,,,,,,,,
80165,CAMPS EN AMIENOIS,80540,CAMPS EN AMIENOIS,camps-en-amienois,camps-en-amienois-80540,,860,1 290,1 616,,,,,,,,
80167,CANCHY,80150,CANCHY,canchy,canchy-80150,,965,1 370,1 576,,,,,,,,
80176,CARREPUIS,80700,CARREPUIS,carrepuis,carrepuis-80700,,1 006,1 117,1 293,,,,,,,,
80180,CAVILLON,80310,CAVILLON,cavillon,cavillon-80310,,1 448,1 609,1 850,,,,,,,,
80186,CHAULNES,80320,CHAULNES,chaulnes,chaulnes-80320,,699,1 031,1 365,,,,,,,,
80188,CHAUSSOY EPAGNY,80250,CHAUSSOY EPAGNY,chaussoy-epagny,chaussoy-epagny-80250,,1 206,1 340,2 161,,,,,,,,
80189,LA CHAVATTE,80700,LA CHAVATTE,la chavatte,la-chavatte-80700,,1 016,1 129,1 298,,,,,,,,
80198,CLAIRY SAULCHOIX,80540,CLAIRY SAULCHOIX,clairy-saulchoix,clairy-saulchoix-80540,,1 601,1 779,2 348,,,,,,,,
80211,CONTY,80160,CONTY,conty,conty-80160,,832,1 306,1 502,,893,1 402,1 612,,,,
80211,CONTY,80160,CONTY,conty,conty-80160,,832,1 306,1 502,,893,1 402,1 612,,,,
80213,COTTENCHY,80440,COTTENCHY,cottenchy,cottenchy-80440,,1 223,1 730,1 989,,,,,,,,
80214,COULLEMELLE,80250,COULLEMELLE,coullemelle,coullemelle-80250,,1 066,1 267,1 499,,,,,,,,
80215,COULONVILLERS,80135,COULONVILLERS,coulonvillers,coulonvillers-80135,,1 014,1 217,1 620,,,,,,,,
80217,COURCELLES AU BOIS,80560,COURCELLES AU BOIS,courcelles-au-bois,courcelles-au-bois-80560,,1 061,1 179,1 494,,,,,,,,
80223,CREMERY,80700,CREMERY,cremery,cremery-80700,,794,1 059,1 589,,,,,,,,
80224,CRESSY OMENCOURT,80190,CRESSY OMENCOURT,cressy-omencourt,cressy-omencourt-80190,,893,992,1 141,,,,,,,,
80230,CURCHY,80190,CURCHY,curchy,curchy-80190,,914,1 015,1 302,,,,,,,,
80233,DANCOURT POPINCOURT,80700,DANCOURT POPINCOURT,dancourt-popincourt,dancourt-popincourt-80700,,972,1 297,1 945,,,,,,,,
80243,DOMESMONT,80370,DOMESMONT,domesmont,domesmont-80370,,1 056,1 173,1 501,,,,,,,,
80246,DOMMARTIN,80440,DOMMARTIN,dommartin,dommartin-80440,,1 506,1 674,1 925,,,,,,,,
80249,DOMQUEUR,80620,DOMQUEUR,domqueur,domqueur-80620,,1 225,1 361,1 821,,,,,,,,
80250,DOMVAST,80150,DOMVAST,domvast,domvast-80150,,824,1 309,1 541,,,,,,,,
80260,DRUCAT,80132,DRUCAT,drucat,drucat-80132,,1 143,1 436,1 717,,,,,,,,
80263,L ECHELLE ST AURIN,80700,L ECHELLE ST AURIN,l-echelle-saint-aurin,l-echelle-saint-aurin-80700,,999,1 110,1 277,,,,,,,,
80265,EMBREVILLE,80570,EMBREVILLE,embreville,embreville-80570,,839,1 149,1 322,,,,,,,,
80266,ENGLEBELMER,80300,ENGLEBELMER,englebelmer,englebelmer-80300,,1 295,1 439,2 519,,,,,,,,
80267,ENNEMAIN,80200,ENNEMAIN,ennemain,ennemain-80200,,1 045,1 329,1 538,,,,,,,,
80268,EPAGNE EPAGNETTE,80580,EPAGNE EPAGNETTE,epagne-epagnette,epagne-epagnette-80580,,1 026,1 343,1 742,,,,,,,,
80270,EPECAMPS,80370,EPECAMPS,epecamps,epecamps-80370,,876,1 173,1 349,,,,,,,,
80275,EQUANCOURT,80360,EQUANCOURT,equancourt,equancourt-80360,,904,1 004,1 155,,,,,,,,
32256,MIRANDE,32300,MIRANDE,mirande,mirande-32300,,576,1 150,1 969,,468,935,1 600,,,,
32258,MIREPOIX,32390,MIREPOIX,mirepoix,mirepoix-32390,,621,1 243,1 430,,,,,,,,
32261,MONBLANC,32130,MONBLANC,monblanc,monblanc-32130,,1 403,1 558,1 792,,,,,,,,
32265,MONCLAR SUR LOSSE,32300,MONCLAR SUR LOSSE,monclar-sur-losse,monclar-sur-losse-32300,,895,1 125,1 294,,,,,,,,
32267,MONFERRAN PLAVES,32260,MONFERRAN PLAVES,monferran-plaves,monferran-plaves-32260,,916,1 221,1 832,,,,,,,,
32270,MONGAUSY,32220,MONGAUSY,mongausy,mongausy-32220,,1 299,1 443,1 660,,,,,,,,
32271,MONGUILHEM,32240,MONGUILHEM,monguilhem,monguilhem-32240,,640,1 281,1 473,,,,,,,,
32272,MONLAUR BERNET,32140,MONLAUR BERNET,monlaur-bernet,monlaur-bernet-32140,,879,1 172,1 758,,,,,,,,
32273,MONLEZUN,32230,MONLEZUN,monlezun,monlezun-32230,,611,1 223,1 406,,,,,,,,
32276,MONTADET,32220,MONTADET,montadet,montadet-32220,,1 302,1 446,1 664,,,,,,,,
32291,MORMES,32240,MORMES,mormes,mormes-32240,,940,1 045,1 202,,,,,,,,
32299,NOULENS,32800,NOULENS,noulens,noulens-32800,,1 188,1 320,1 518,,,,,,,,
32305,PANJAS,32110,PANJAS,panjas,panjas-32110,,690,1 086,1 249,,,,,,,,
32308,PEBEES,32130,PEBEES,pebees,pebees-32130,,1 471,1 634,1 879,,,,,,,,
32310,PERCHEDE,32460,PERCHEDE,perchede,perchede-32460,,811,1 082,1 623,,,,,,,,
32311,PERGAIN TAILLAC,32700,PERGAIN TAILLAC,pergain-taillac,pergain-taillac-32700,,644,1 123,1 292,,,,,,,,
32315,PEYRUSSE GRANDE,32320,PEYRUSSE GRANDE,peyrusse-grande,peyrusse-grande-32320,,961,1 067,1 227,,,,,,,,
32318,PIS,32500,PIS,pis,pis-32500,,1 043,1 159,1 333,,,,,,,,
32320,PLIEUX,32340,PLIEUX,plieux,plieux-32340,,1 105,1 227,1 412,,,,,,,,
32322,POMPIAC,32130,POMPIAC,pompiac,pompiac-32130,,1 507,1 674,1 925,,,,,,,,
32326,POUYLEBON,32320,POUYLEBON,pouylebon,pouylebon-32320,,907,1 007,1 159,,,,,,,,
32328,POUY ROQUELAURE,32480,POUY ROQUELAURE,pouy-roquelaure,pouy-roquelaure-32480,,965,1 194,1 374,,,,,,,,
32330,PRECHAC SUR ADOUR,32160,PRECHAC SUR ADOUR,prechac-sur-adour,prechac-sur-adour-32160,,619,961,1 105,,,,,,,,
32335,PUYCASQUIER,32120,PUYCASQUIER,puycasquier,puycasquier-32120,,599,1 185,1 474,,,,,,,,
32341,REJAUMONT,32390,REJAUMONT,rejaumont,rejaumont-32390,,1 087,1 208,1 389,,,,,,,,
32344,RISCLE,32400,RISCLE,riscle,riscle-32400,,645,1 113,1 629,,,,,,,,
32345,LA ROMIEU,32480,LA ROMIEU,la romieu,la-romieu-32480,,691,1 382,1 590,,,,,,,,
32349,ROQUELAURE ST AUBIN,32430,ROQUELAURE ST AUBIN,roquelaure-saint-aubin,roquelaure-saint-aubin-32430,,1 536,2 048,3 072,,,,,,,,
32353,SABAILLAN,32420,SABAILLAN,sabaillan,sabaillan-32420,,1 037,1 383,2 075,,,,,,,,
32358,ST ANTOINE,32340,ST ANTOINE,saint-antoine,saint-antoine-32340,,560,1 120,1 289,,,,,,,,
32363,STE AURENCE CAZAUX,32300,STE AURENCE CAZAUX,sainte-aurence-cazaux,sainte-aurence-cazaux-32300,,783,1 045,1 567,,,,,,,,
32375,ST ELIX THEUX,32300,ST ELIX THEUX,saint-elix-theux,saint-elix-theux-32300,,1 127,1 252,1 440,,,,,,,,
32377,ST GEORGES,32430,ST GEORGES,saint-georges,saint-georges-32430,,1 232,1 369,1 575,,,,,,,,
32379,ST GERMIER,32200,ST GERMIER,saint-germier,saint-germier-32200,,1 163,1 550,2 326,,,,,,,,
32387,ST LOUBE,32220,ST LOUBE,saint-loube,saint-loube-32220,,1 444,1 604,1 845,,,,,,,,
32392,ST MARTIN GIMOIS,32450,ST MARTIN GIMOIS,saint-martin-gimois,saint-martin-gimois-32450,,1 320,1 467,1 749,,,,,,,,
32400,ST ORENS POUY PETIT,32100,ST ORENS POUY PETIT,saint-orens-pouy-petit,saint-orens-pouy-petit-32100,,610,1 221,1 548,,,,,,,,
32403,ST PIERRE D AUBEZIES,32290,ST PIERRE D AUBEZIES,saint-pierre-d-aubezies,saint-pierre-d-aubezies-32290,,810,1 080,1 620,,,,,,,,
32404,ST PUY,32310,ST PUY,saint-puy,saint-puy-32310,,653,1 171,2 034,,,,,,,,
32408,SALLES D ARMAGNAC,32370,SALLES D ARMAGNAC,salles-d-armagnac,salles-d-armagnac-32370,,963,1 116,1 283,,,,,,,,
32409,SAMARAN,32140,SAMARAN,samaran,samaran-32140,,848,1 131,1 697,,,,,,,,
32411,SANSAN,32260,SANSAN,sansan,sansan-32260,,1 246,1 384,1 592,,,,,,,,
32415,SARRAGUZAN,32170,SARRAGUZAN,sarraguzan,sarraguzan-32170,,787,1 049,1 574,,,,,,,,
32417,LA SAUVETAT,32500,LA SAUVETAT,la sauvetat,la-sauvetat-32500,,1 031,1 145,1 317,,,,,,,,
32420,SAUVIMONT,32220,SAUVIMONT,sauvimont,sauvimont-32220,,1 130,1 507,2 261,,,,,,,,
32422,SCIEURAC ET FLOURES,32230,SCIEURAC ET FLOURES,scieurac-et-floures,scieurac-et-floures-32230,,881,1 175,1 762,,,,,,,,
32423,SEAILLES,32190,SEAILLES,seailles,seailles-32190,,1 035,1 150,1 323,,,,,,,,
32426,SEISSAN,32260,SEISSAN,seissan,seissan-32260,,926,1 311,2 146,,,,,,,,
32427,SEMBOUES,32230,SEMBOUES,semboues,semboues-32230,,1 067,1 186,1 364,,,,,,,,
32431,SEREMPUY,32120,SEREMPUY,serempuy,serempuy-32120,,1 027,1 370,2 055,,,,,,,,
32434,SION,32110,SION,sion,sion-32110,,1 007,1 119,1 287,,,,,,,,
32439,TARSAC,32400,TARSAC,tarsac,tarsac-32400,,954,1 106,1 271,,,,,,,,
32449,TOUJOUSE,32240,TOUJOUSE,toujouse,toujouse-32240,,958,1 081,1 499,,,,,,,,
32462,VIC FEZENSAC,32190,VIC FEZENSAC,vic-fezensac,vic-fezensac-32190,,616,1 109,1 668,,,,,,,,
32464,VILLECOMTAL SUR ARROS,32730,VILLECOMTAL SUR ARROS,villecomtal-sur-arros,villecomtal-sur-arros-32730,,541,1 082,1 462,,,,,,,,
32465,VILLEFRANCHE,32420,VILLEFRANCHE,villefranche,villefranche-32420,,964,1 071,1 232,,,,,,,,
32466,VIOZAN,32300,VIOZAN,viozan,viozan-32300,,660,881,1 321,,,,,,,,
33008,ARBIS,33760,ARBIS,arbis,arbis-33760,,1 441,1 601,1 842,,,,,,,,
33014,LES ARTIGUES DE LUSSAC,33570,LES ARTIGUES DE LUSSAC,les artigues-de-lussac,les-artigues-de-lussac-33570,,918,1 680,2 212,,760,1 392,1 832,,,,
33015,ARVEYRES,33500,ARVEYRES,arveyres,arveyres-33500,,1 114,1 925,2 273,,1 088,1 879,2 219,,,,
33021,AUROS,33124,AUROS,auros,auros-33124,,1 006,1 433,1 840,,,,,,,,
33022,AVENSAN,33480,AVENSAN,avensan,avensan-33480,,1 347,2 128,2 447,,1 507,2 381,2 738,,,,
33033,BAURECH,33880,BAURECH,baurech,baurech-33880,,1 474,2 256,2 794,,1 367,2 093,2 591,,,,
33035,BAYON SUR GIRONDE,33710,BAYON SUR GIRONDE,bayon-sur-gironde,bayon-sur-gironde-33710,,720,1 441,1 738,,1 127,2 255,2 718,,,,
33037,BEAUTIRAN,33640,BEAUTIRAN,beautiran,beautiran-33640,,1 628,2 375,3 094,,1 421,2 073,2 700,,,,
33038,BEGADAN,33340,BEGADAN,begadan,begadan-33340,,776,1 274,1 724,,,,,,,,
33039,BEGLES,33130,BEGLES,begles,begles-33130,,2 044,3 281,4 142,,1 962,3 151,3 977,,,,
33042,BELIN BELIET,33830,BELIN BELIET,belin-beliet,belin-beliet-33830,,1 250,2 188,2 629,,1 207,2 113,2 538,,,,
33042,BELIN BELIET,33830,BELIN BELIET,belin-beliet,belin-beliet-33830,,1 250,2 188,2 629,,1 207,2 113,2 538,,,,
33043,BELLEBAT,33760,BELLEBAT,bellebat,bellebat-33760,,1 196,1 457,1 789,,,,,,,,
33047,BERSON,33390,BERSON,berson,berson-33390,,799,1 374,1 667,,,,,,,,
33052,LES BILLAUX,33500,LES BILLAUX,les billaux,les-billaux-33500,,1 292,1 799,2 259,,1 321,1 839,2 311,,,,
33057,BLASIMON,33540,BLASIMON,blasimon,blasimon-33540,,866,1 401,2 253,,,,,,,,
33062,BONZAC,33910,BONZAC,bonzac,bonzac-33910,,1 169,1 607,1 894,,1 100,1 512,1 782,,,,
33064,BOSSUGAN,33350,BOSSUGAN,bossugan,bossugan-33350,,1 230,1 367,2 392,,,,,,,,
33069,LE BOUSCAT,33110,LE BOUSCAT,le bouscat,le-bouscat-33110,,2 442,4 075,5 432,,2 015,3 363,4 483,,,,
33074,BROUQUEYRAN,33124,BROUQUEYRAN,brouqueyran,brouqueyran-33124,,1 329,1 539,1 769,,,,,,,,
33086,CAMIAC ET ST DENIS,33420,CAMIAC ET ST DENIS,camiac-et-saint-denis,camiac-et-saint-denis-33420,,1 118,1 908,2 216,,,,,,,,
33088,CAMPS SUR L ISLE,33660,CAMPS SUR L ISLE,camps-sur-l-isle,camps-sur-l-isle-33660,,834,1 344,1 713,,906,1 460,1 861,,,,
33109,CASTRES GIRONDE,33640,CASTRES GIRONDE,castres-gironde,castres-gironde-33640,,1 326,2 196,2 604,,1 147,1 900,2 253,,,,
33111,CAUDROT,33490,CAUDROT,caudrot,caudrot-33490,,669,1 339,1 540,,,,,,,,
33118,CENAC,33360,CENAC,cenac,cenac-33360,,1 692,2 626,3 161,,1 832,2 843,3 422,,,,
33120,CERONS,33720,CERONS,cerons,cerons-33720,,1 187,2 020,2 724,,987,1 679,2 265,,,,
33132,COMPS,33710,COMPS,comps,comps-33710,,1 511,1 707,2 568,,,,,,,,
33134,COUQUEQUES,33340,COUQUEQUES,couqueques,couqueques-33340,,657,1 314,2 010,,,,,,,,
33141,CROIGNON,33750,CROIGNON,croignon,croignon-33750,,1 871,2 162,2 487,,,,,,,,
33142,CUBNEZAIS,33620,CUBNEZAIS,cubnezais,cubnezais-33620,,910,1 755,2 055,,805,1 553,1 818,,,,
33149,DAUBEZE,33540,DAUBEZE,daubeze,daubeze-33540,,1 314,1 460,1 907,,,,,,,,
33151,DONNEZAC,33860,DONNEZAC,donnezac,donnezac-33860,,725,1 147,1 971,,906,1 434,2 462,,,,
33152,DONZAC,33410,DONZAC,donzac,donzac-33410,,853,1 707,1 963,,,,,,,,
33155,ESCAUDES,33840,ESCAUDES,escaudes,escaudes-33840,,1 250,1 389,1 597,,,,,,,,
33157,ESPIET,33420,ESPIET,espiet,espiet-33420,,1 369,1 852,2 405,,1 412,1 910,2 480,,,,
33170,FONTET,33190,FONTET,fontet,fontet-33190,,772,1 263,2 142,,,,,,,,
33171,FOSSES ET BALEYSSAC,33190,FOSSES ET BALEYSSAC,fosses-et-baleyssac,fosses-et-baleyssac-33190,,967,1 289,1 934,,,,,,,,
33173,FRANCS,33570,FRANCS,francs,francs-33570,,1 082,1 349,2 009,,,,,,,,
33174,FRONSAC,33126,FRONSAC,fronsac,fronsac-33126,,950,1 774,2 449,,980,1 829,2 524,,,,
33180,GANS,33430,GANS,gans,gans-33430,,1 376,1 529,1 759,,,,,,,,
33188,GISCOS,33840,GISCOS,giscos,giscos-33840,,911,1 364,1 604,,,,,,,,
33192,GRADIGNAN,33170,GRADIGNAN,gradignan,gradignan-33170,,2 202,3 221,4 209,,1 925,2 816,3 680,,,,
33193,GRAYAN ET L HOPITAL,33590,GRAYAN ET L HOPITAL,grayan-et-l-hopital,grayan-et-l-hopital-33590,,1 048,1 759,2 247,,1 550,2 603,3 325,,,,
50640,VILLIERS LE PRE,50240,VILLIERS LE PRE,villiers-le-pre,villiers-le-pre-50240,,585,987,1 728,,,,,,,,
50643,VIRANDEVILLE,50690,VIRANDEVILLE,virandeville,virandeville-50690,,988,1 635,1 880,,,,,,,,
50648,YVETOT BOCAGE,50700,YVETOT BOCAGE,yvetot-bocage,yvetot-bocage-50700,,860,1 514,1 741,,,,,,,,
51007,AMBONNAY,51150,AMBONNAY,ambonnay,ambonnay-51150,,1 105,1 606,1 847,,,,,,,,
51008,AMBRIERES,51290,AMBRIERES,ambrieres,ambrieres-51290,,984,1 094,1 632,,,,,,,,
51014,ARCIS LE PONSART,51170,ARCIS LE PONSART,arcis-le-ponsart,arcis-le-ponsart-51170,,1 153,1 337,1 694,,,,,,,,
51015,ARGERS,51800,ARGERS,argers,argers-51800,,761,1 015,1 523,,,,,,,,
51017,ARZILLIERES NEUVILLE,51290,ARZILLIERES NEUVILLE,arzillieres-neuville,arzillieres-neuville-51290,,808,1 077,1 616,,,,,,,,
51022,AULNAY L AITRE,51240,AULNAY L AITRE,aulnay-l-aitre,aulnay-l-aitre-51240,,820,1 094,1 641,,,,,,,,
51025,AUMENANCOURT,51110,AUMENANCOURT,aumenancourt,aumenancourt-51110,,1 020,1 659,1 973,,,,,,,,
51027,AUVE,51800,AUVE,auve,auve-51800,,1 017,1 131,1 300,,,,,,,,
51028,AVENAY VAL D OR,51160,AVENAY VAL D OR,avenay-val-d-or,avenay-val-d-or-51160,,759,1 518,1 874,,,,,,,,
51029,AVIZE,51190,AVIZE,avize,avize-51190,,878,1 384,1 749,,,,,,,,
51034,BANNAY,51270,BANNAY,bannay,bannay-51270,,752,1 003,1 504,,,,,,,,
51039,BASSU,51300,BASSU,bassu,bassu-51300,,798,1 064,1 597,,,,,,,,
51054,BETHENIVILLE,51490,BETHENIVILLE,betheniville,betheniville-51490,,835,1 387,1 884,,,,,,,,
51056,BETHON,51260,BETHON,bethon,bethon-51260,,763,974,1 195,,,,,,,,
51066,BLAISE SOUS ARZILLIERES,51300,BLAISE SOUS ARZILLIERES,blaise-sous-arzillieres,blaise-sous-arzillieres-51300,,997,1 251,1 439,,,,,,,,
51075,BOURGOGNE,51110,BOURGOGNE,bourgogne,bourgogne-51110,,1 242,1 873,2 398,,,,,,,,
51080,BRANDONVILLERS,51290,BRANDONVILLERS,brandonvillers,brandonvillers-51290,,928,1 032,1 372,,,,,,,,
51081,BRANSCOURT,51140,BRANSCOURT,branscourt,branscourt-51140,,1 350,1 849,2 553,,,,,,,,
51083,BRAUX ST REMY,51800,BRAUX ST REMY,braux-saint-remy,braux-saint-remy-51800,,643,857,1 286,,,,,,,,
51092,BROYES,51120,BROYES,broyes,broyes-51120,,1 082,1 203,1 701,,,,,,,,
51093,BRUGNY VAUDANCOURT,51530,BRUGNY VAUDANCOURT,brugny-vaudancourt,brugny-vaudancourt-51530,,705,1 410,1 791,,693,1 386,1 760,,,,
51095,LE BUISSON,51300,LE BUISSON,le buisson,le-buisson-51300,,793,1 058,1 587,,,,,,,,
51115,CHAMPFLEURY,51500,CHAMPFLEURY,champfleury,champfleury-51500,,1 219,2 028,2 433,,,,,,,,
51116,CHAMPGUYON,51310,CHAMPGUYON,champguyon,champguyon-51310,,1 052,1 310,1 507,,,,,,,,
51118,CHAMPIGNY,51370,CHAMPIGNY,champigny,champigny-51370,,1 564,2 539,3 214,,,,,,,,
51129,CHARLEVILLE,51120,CHARLEVILLE,charleville,charleville-51120,,1 401,1 557,2 458,,,,,,,,
51130,CHARMONT,51330,CHARMONT,charmont,charmont-51330,,490,757,871,,,,,,,,
51138,CHATRICES,51800,CHATRICES,chatrices,chatrices-51800,,707,943,1 415,,,,,,,,
51160,COMPERTRIX,51510,COMPERTRIX,compertrix,compertrix-51510,,1 140,1 513,1 800,,,,,,,,
51164,CONNANTRAY VAUREFROY,51230,CONNANTRAY VAUREFROY,connantray-vaurefroy,connantray-vaurefroy-51230,,988,1 098,1 263,,,,,,,,
51169,CORBEIL,51320,CORBEIL,corbeil,corbeil-51320,,573,764,1 146,,,,,,,,
51170,CORFELIX,51210,CORFELIX,corfelix,corfelix-51210,,1 047,1 164,1 411,,,,,,,,
51176,CORROY,51230,CORROY,corroy,corroy-51230,,998,1 108,1 275,,,,,,,,
51177,COULOMMES LA MONTAGNE,51390,COULOMMES LA MONTAGNE,coulommes-la-montagne,coulommes-la-montagne-51390,,1 871,2 079,3 639,,,,,,,,
51179,COUPEVILLE,51240,COUPEVILLE,coupeville,coupeville-51240,,1 061,1 239,1 425,,,,,,,,
51182,COURCEMAIN,51260,COURCEMAIN,courcemain,courcemain-51260,,743,991,1 487,,,,,,,,
51183,COURCY,51220,COURCY,courcy,courcy-51220,,1 214,1 913,2 200,,1 292,2 036,2 341,,,,
51187,COURLANDON,51170,COURLANDON,courlandon,courlandon-51170,,1 209,1 378,2 075,,,,,,,,
51192,COURTHIEZY,51700,COURTHIEZY,courthiezy,courthiezy-51700,,848,1 292,1 486,,,,,,,,
51202,CUMIERES,51480,CUMIERES,cumieres,cumieres-51480,,844,1 352,1 572,,,,,,,,
51203,CUPERLY,51400,CUPERLY,cuperly,cuperly-51400,,981,1 090,1 253,,,,,,,,
51210,DIZY,51530,DIZY,dizy,dizy-51530,,1 153,1 855,2 391,,929,1 494,1 926,,,,
51211,DOMMARTIN DAMPIERRE,51800,DOMMARTIN DAMPIERRE,dommartin-dampierre,dommartin-dampierre-51800,,646,862,1 293,,,,,,,,
51219,DROSNAY,51290,DROSNAY,drosnay,drosnay-51290,,779,1 039,1 559,,,,,,,,
51222,ECLAIRES,51800,ECLAIRES,eclaires,eclaires-51800,,460,614,921,,,,,,,,
51224,ECRIENNES,51300,ECRIENNES,ecriennes,ecriennes-51300,,855,1 140,1 710,,,,,,,,
51226,ECURY LE REPOS,51230,ECURY LE REPOS,ecury-le-repos,ecury-le-repos-51230,,1 013,1 126,1 295,,,,,,,,
51237,ESTERNAY,51310,ESTERNAY,esternay,esternay-51310,,787,1 330,1 850,,,,,,,,
51240,ETREPY,51340,ETREPY,etrepy,etrepy-51340,,583,777,1 166,,,,,,,,
51247,FEREBRIANGES,51270,FEREBRIANGES,ferebrianges,ferebrianges-51270,,971,1 295,1 942,,,,,,,,
51248,FERE CHAMPENOISE,51230,FERE CHAMPENOISE,fere-champenoise,fere-champenoise-51230,,614,1 123,1 716,,,,,,,,
